序號,答案
20240706152006,715.16
20240706153006,639.56
20240706154006,455.11
20240706155006,192.67
20240706160006,235.77
20240706161006,304.11
20240706162006,170.75
20240706163006,173.56
20240706164006,95.41
20240706165006,77.61
20240722090006,778.75
20240722091006,976.23
20240722092006,1054.15
20240722093006,1013.21
20240722094006,1127.13
20240722095006,1222.45
20240722100006,1318.78
20240722101006,1423.81
20240722102006,1542.41
20240722103006,1364.19
20240722104006,1583.32
20240722105006,1693.62
20240722110006,1784.55
20240722111006,1735.64
20240722112006,1729.72
20240722113006,1676.64
20240722114006,1699.2
20240722115006,1751.11
20240722120006,1828.43
20240722121006,1693.78
20240722122006,1734.0
20240722123006,1729.53
20240722124006,1608.35
20240722125006,1646.82
20240722130006,1810.88
20240722131006,1685.12
20240722132006,1623.13
20240722133006,1678.32
20240722134006,1585.58
20240722135006,1556.78
20240722140006,1480.1
20240722141006,1329.16
20240722142006,1233.91
20240722143006,1087.73
20240722144006,1096.63
20240722145006,742.52
20240722150006,590.79
20240722151006,568.61
20240722152006,555.51
20240722153006,543.5
20240722154006,386.15
20240722155006,367.51
20240722160006,318.19
20240722161006,308.98
20240722162006,224.44
20240722163006,192.65
20240722164006,151.8
20240722165006,160.0
20240526090007,280.57
20240526091007,337.0
20240526092007,478.76
20240526093007,706.82
20240526094007,791.89
20240526095007,928.82
20240526100007,953.46
20240526101007,715.93
20240526102007,464.5
20240526103007,447.26
20240526104007,450.26
20240526105007,388.15
20240526110007,317.82
20240526111007,319.86
20240526112007,327.54
20240526113007,329.11
20240526114007,374.82
20240526115007,351.18
20240526120007,323.12
20240526121007,282.82
20240526122007,269.2
20240526123007,314.68
20240526124007,279.99
20240526125007,219.74
20240526130007,148.09
20240526131007,134.71
20240526132007,103.08
20240526133007,118.19
20240526134007,114.68
20240526135007,126.46
20240526140007,82.75
20240526141007,99.03
20240526142007,94.58
20240526143007,83.13
20240526144007,79.16
20240526145007,74.98
20240526150007,52.31
20240526151007,61.25
20240526152007,64.08
20240526153007,69.04
20240526154007,61.15
20240526155007,55.73
20240526160007,31.3
20240526161007,37.4
20240526162007,39.05
20240526163007,60.87
20240526164007,41.21
20240526165007,21.02
20240612090007,606.08
20240612091007,349.69
20240612092007,316.74
20240612093007,381.01
20240612094007,677.64
20240612095007,441.8
20240612100007,1079.74
20240612101007,531.61
20240612102007,534.95
20240612103007,713.62
20240612104007,624.36
20240612105007,675.91
20240612110007,648.69
20240612111007,722.99
20240612112007,790.01
20240612113007,560.59
20240612114007,640.53
20240612115007,677.25
20240612120007,721.86
20240612121007,679.6
20240612122007,660.69
20240612123007,638.95
20240612124007,967.25
20240612125007,978.68
20240612130007,992.21
20240612131007,581.2
20240612132007,334.79
20240612133007,217.8
20240612134007,259.1
20240612135007,263.39
20240612140007,81.32
20240612141007,54.24
20240612142007,199.27
20240612143007,154.29
20240612144007,76.53
20240612145007,83.83
20240612150007,57.81
20240612151007,64.77
20240612152007,42.35
20240612153007,29.4
20240612154007,23.89
20240612155007,103.72
20240612160007,127.95
20240612161007,160.67
20240612162007,86.68
20240612163007,101.31
20240612164007,13.11
20240612165007,38.58
20240615090007,802.12
20240615091007,874.63
20240615092007,809.69
20240615093007,864.0
20240615094007,980.05
20240615095007,1037.77
20240615100007,1220.68
20240615101007,1462.78
20240615102007,1397.16
20240615103007,1378.56
20240615104007,1244.83
20240615105007,1449.51
20240615110007,1421.38
20240615111007,1465.48
20240615112007,1461.18
20240615113007,1332.78
20240615114007,1592.47
20240615115007,1557.16
20240615120007,1466.95
20240615121007,1489.35
20240615122007,1508.23
20240615123007,1432.74
20240615124007,1452.07
20240615125007,1403.25
20240615130007,1382.9
20240615131007,1259.88
20240615132007,1026.21
20240615133007,866.18
20240615134007,1010.97
20240615135007,967.51
20240615140007,745.74
20240615141007,684.37
20240615142007,555.92
20240615143007,325.99
20240615144007,342.97
20240615145007,351.39
20240615150007,363.4
20240615151007,383.74
20240615152007,379.61
20240615153007,255.65
20240615154007,254.1
20240615155007,216.44
20240615160007,126.26
20240615161007,126.58
20240615162007,155.57
20240615163007,77.44
20240615164007,91.65
20240615165007,43.25
20240717090007,1275.63
20240717091007,1347.05
20240717092007,1408.29
20240717093007,1452.71
20240717094007,1524.86
20240717095007,1516.29
20240717100007,1565.71
20240717101007,1581.92
20240717102007,1562.2
20240717103007,1565.44
20240717104007,1544.54
20240717105007,1648.14
20240717110007,1655.13
20240717111007,1502.61
20240717112007,1413.8
20240717113007,1740.74
20240717114007,1724.96
20240717115007,1653.56
20240717120007,1642.48
20240717121007,1665.3
20240717122007,1607.3
20240717123007,1570.26
20240717124007,1515.83
20240717125007,1459.51
20240717130007,1441.27
20240717131007,1400.04
20240717132007,1386.16
20240717133007,1272.2
20240717134007,1175.56
20240717135007,1123.17
20240717140007,1084.76
20240717141007,998.39
20240717142007,905.67
20240717143007,722.22
20240717144007,701.21
20240717145007,585.54
20240717150007,188.21
20240717151007,239.48
20240717152007,532.33
20240717153007,321.15
20240717154007,46.51
20240717155007,44.53
20240717160007,76.03
20240717161007,0.0
20240717162007,44.72
20240717163007,12.65
20240717164007,3.17
20240717165007,0.0
20240124090008,0.0
20240124091008,0.0
20240124092008,0.97
20240124093008,0.0
20240124094008,0.0
20240124095008,0.0
20240124100008,0.0
20240124101008,0.0
20240124102008,9.11
20240124103008,3.34
20240124104008,0.0
20240124105008,0.0
20240124110008,0.0
20240124111008,10.81
20240124112008,8.52
20240124113008,4.71
20240124114008,0.0
20240124115008,0.0
20240124120008,3.74
20240124121008,23.91
20240124122008,80.3
20240124123008,90.0
20240124124008,56.77
20240124125008,0.0
20240124130008,52.22
20240124131008,43.58
20240124132008,23.14
20240124133008,50.02
20240124134008,52.61
20240124135008,65.04
20240124140008,23.14
20240124141008,0.0
20240124142008,12.14
20240124143008,2.06
20240124144008,0.0
20240124145008,7.08
20240124150008,35.5
20240124151008,18.48
20240124152008,9.95
20240124153008,10.06
20240124154008,6.99
20240124155008,19.55
20240124160008,21.32
20240124161008,25.77
20240124162008,0.0
20240124163008,4.14
20240124164008,0.0
20240124165008,13.37
20240128090008,0.0
20240128091008,0.0
20240128092008,0.0
20240128093008,0.0
20240128094008,6.2
20240128095008,2.72
20240128100008,0.0
20240128101008,0.0
20240128102008,0.0
20240128103008,0.0
20240128104008,0.0
20240128105008,0.0
20240128110008,0.0
20240128111008,0.0
20240128112008,0.0
20240128113008,3.02
20240128114008,0.0
20240128115008,0.0
20240128120008,0.0
20240128121008,2.15
20240128122008,4.68
20240128123008,15.42
20240128124008,0.31
20240128125008,0.0
20240128130008,12.6
20240128131008,0.0
20240128132008,0.0
20240128133008,0.0
20240128134008,6.5
20240128135008,7.12
20240128140008,18.14
20240128141008,11.45
20240128142008,2.17
20240128143008,0.0
20240128144008,0.0
20240128145008,0.0
20240128150008,11.2
20240128151008,1.03
20240128152008,8.78
20240128153008,0.0
20240128154008,0.0
20240128155008,0.0
20240128160008,20.09
20240128161008,6.67
20240128162008,0.0
20240128163008,10.55
20240128164008,8.18
20240128165008,0.0
20240204090008,15.9
20240204091008,66.23
20240204092008,14.94
20240204093008,22.63
20240204094008,10.33
20240204095008,0.0
20240204100008,0.0
20240204101008,0.0
20240204102008,0.0
20240204103008,59.81
20240204104008,93.21
20240204105008,273.25
20240204110008,465.12
20240204111008,557.84
20240204112008,362.67
20240204113008,291.51
20240204114008,291.48
20240204115008,266.91
20240204120008,249.94
20240204121008,389.47
20240204122008,499.43
20240204123008,160.57
20240204124008,173.94
20240204125008,80.33
20240204130008,51.84
20240204131008,95.52
20240204132008,68.92
20240204133008,28.44
20240204134008,64.51
20240204135008,55.99
20240204140008,0.0
20240204141008,24.23
20240204142008,0.0
20240204143008,0.0
20240204144008,16.84
20240204145008,23.56
20240204150008,8.35
20240204151008,8.79
20240204152008,0.0
20240204153008,6.89
20240204154008,23.35
20240204155008,31.34
20240204160008,1.59
20240204161008,6.2
20240204162008,0.0
20240204163008,16.42
20240204164008,2.26
20240204165008,11.29
20240218090008,55.14
20240218091008,335.56
20240218092008,208.79
20240218093008,64.07
20240218094008,151.52
20240218095008,329.88
20240218100008,378.3
20240218101008,273.03
20240218102008,214.94
20240218103008,276.81
20240218104008,532.59
20240218105008,780.03
20240218110008,730.95
20240218111008,1108.94
20240218112008,1313.8
20240218113008,1382.1
20240218114008,1099.44
20240218115008,1295.53
20240218120008,1543.3
20240218121008,1452.88
20240218122008,1396.36
20240218123008,1434.89
20240218124008,1264.61
20240218125008,1135.33
20240218130008,303.0
20240218131008,247.96
20240218132008,156.83
20240218133008,154.18
20240218134008,0.0
20240218135008,0.0
20240218140008,36.41
20240218141008,33.62
20240218142008,0.0
20240218143008,3.66
20240218144008,3.76
20240218145008,13.99
20240218150008,0.0
20240218151008,0.0
20240218152008,11.88
20240218153008,2.87
20240218154008,10.14
20240218155008,7.0
20240218160008,0.0
20240218161008,2.55
20240218162008,0.0
20240218163008,7.77
20240218164008,20.67
20240218165008,1.02
20240305090008,172.6
20240305091008,102.73
20240305092008,201.37
20240305093008,155.49
20240305094008,187.69
20240305095008,303.57
20240305100008,314.36
20240305101008,0.0
20240305102008,145.28
20240305103008,0.0
20240305104008,0.0
20240305105008,591.05
20240305110008,167.3
20240305111008,262.78
20240305112008,453.48
20240305113008,362.36
20240305114008,418.11
20240305115008,307.49
20240305120008,354.62
20240305121008,228.21
20240305122008,262.18
20240305123008,575.31
20240305124008,438.55
20240305125008,138.97
20240305130008,926.72
20240305131008,852.28
20240305132008,1072.95
20240305133008,412.24
20240305134008,681.34
20240305135008,548.78
20240305140008,855.73
20240305141008,1166.41
20240305142008,591.95
20240305143008,718.05
20240305144008,574.25
20240305145008,563.42
20240305150008,748.67
20240305151008,231.04
20240305152008,139.16
20240305153008,105.85
20240305154008,112.07
20240305155008,57.2
20240305160008,31.21
20240305161008,17.92
20240305162008,17.56
20240305163008,25.56
20240305164008,14.13
20240305165008,3.41
20240325090008,393.98
20240325091008,128.9
20240325092008,182.66
20240325093008,112.88
20240325094008,416.37
20240325095008,528.76
20240325100008,580.54
20240325101008,675.12
20240325102008,635.59
20240325103008,605.26
20240325104008,731.39
20240325105008,1084.63
20240325110008,1194.45
20240325111008,1232.97
20240325112008,1391.56
20240325113008,1434.32
20240325114008,1500.83
20240325115008,1583.93
20240325120008,1580.52
20240325121008,1569.16
20240325122008,1776.84
20240325123008,1789.62
20240325124008,1781.38
20240325125008,1643.59
20240325130008,1649.45
20240325131008,1799.17
20240325132008,1835.84
20240325133008,1768.07
20240325134008,1541.02
20240325135008,1352.44
20240325140008,977.72
20240325141008,944.7
20240325142008,910.98
20240325143008,792.18
20240325144008,540.73
20240325145008,166.79
20240325150008,55.71
20240325151008,137.26
20240325152008,95.9
20240325153008,41.8
20240325154008,18.16
20240325155008,23.52
20240325160008,16.69
20240325161008,16.96
20240325162008,30.6
20240325163008,11.11
20240325164008,5.08
20240325165008,0.0
20240518090008,0.0
20240518091008,0.0
20240518092008,0.0
20240518093008,0.9
20240518094008,0.0
20240518095008,28.96
20240518100008,265.89
20240518101008,241.08
20240518102008,380.52
20240518103008,505.15
20240518104008,724.58
20240518105008,632.19
20240518110008,741.84
20240518111008,685.38
20240518112008,451.42
20240518113008,773.84
20240518114008,902.75
20240518115008,707.64
20240518120008,956.34
20240518121008,1089.27
20240518122008,1001.29
20240518123008,656.01
20240518124008,521.75
20240518125008,404.47
20240518130008,216.61
20240518131008,150.94
20240518132008,68.12
20240518133008,10.07
20240518134008,0.0
20240518135008,0.0
20240518140008,0.0
20240518141008,0.0
20240518142008,0.0
20240518143008,14.86
20240518144008,59.4
20240518145008,34.86
20240518150008,32.81
20240518151008,22.66
20240518152008,35.69
20240518153008,30.42
20240518154008,6.11
20240518155008,0.0
20240518160008,2.21
20240518161008,13.56
20240518162008,36.34
20240518163008,11.62
20240518164008,2.25
20240518165008,0.0
20240526090008,0.0
20240526091008,0.0
20240526092008,50.3
20240526093008,326.01
20240526094008,178.84
20240526095008,172.66
20240526100008,291.54
20240526101008,172.12
20240526102008,37.62
20240526103008,0.0
20240526104008,0.0
20240526105008,0.0
20240526110008,0.0
20240526111008,22.5
20240526112008,15.55
20240526113008,38.43
20240526114008,100.5
20240526115008,24.21
20240526120008,62.47
20240526121008,72.86
20240526122008,96.84
20240526123008,65.62
20240526124008,92.52
20240526125008,44.24
20240526130008,27.25
20240526131008,31.7
20240526132008,51.27
20240526133008,52.88
20240526134008,49.59
20240526135008,55.58
20240526140008,21.42
20240526141008,17.53
20240526142008,49.85
20240526143008,44.88
20240526144008,36.46
20240526145008,42.66
20240526150008,20.73
20240526151008,10.86
20240526152008,33.09
20240526153008,34.41
20240526154008,29.55
20240526155008,27.08
20240526160008,14.02
20240526161008,3.7
20240526162008,24.73
20240526163008,26.97
20240526164008,17.44
20240526165008,3.19
20240529090008,107.48
20240529091008,8.45
20240529092008,231.64
20240529093008,218.87
20240529094008,373.7
20240529095008,0.0
20240529100008,0.0
20240529101008,113.85
20240529102008,137.13
20240529103008,72.88
20240529104008,136.57
20240529105008,287.78
20240529110008,139.72
20240529111008,390.94
20240529112008,164.27
20240529113008,328.04
20240529114008,182.56
20240529115008,501.92
20240529120008,279.61
20240529121008,398.76
20240529122008,468.43
20240529123008,348.94
20240529124008,502.08
20240529125008,278.65
20240529130008,378.56
20240529131008,571.47
20240529132008,271.54
20240529133008,183.64
20240529134008,150.09
20240529135008,135.89
20240529140008,115.84
20240529141008,76.31
20240529142008,47.04
20240529143008,65.39
20240529144008,0.0
20240529145008,43.71
20240529150008,18.39
20240529151008,9.66
20240529152008,0.0
20240529153008,0.0
20240529154008,0.0
20240529155008,0.0
20240529160008,0.0
20240529161008,1.54
20240529162008,0.0
20240529163008,0.0
20240529164008,0.0
20240529165008,0.0
20240607090008,0.0
20240607091008,0.0
20240607092008,0.0
20240607093008,1.5
20240607094008,293.84
20240607095008,157.58
20240607100008,150.29
20240607101008,0.0
20240607102008,0.0
20240607103008,0.0
20240607104008,173.72
20240607105008,459.06
20240607110008,405.52
20240607111008,0.0
20240607112008,50.18
20240607113008,386.32
20240607114008,0.0
20240607115008,0.0
20240607120008,0.0
20240607121008,302.88
20240607122008,51.09
20240607123008,262.32
20240607124008,236.86
20240607125008,230.72
20240607130008,152.45
20240607131008,54.04
20240607132008,96.15
20240607133008,0.0
20240607134008,0.0
20240607135008,0.0
20240607140008,0.0
20240607141008,0.0
20240607142008,10.44
20240607143008,8.33
20240607144008,28.94
20240607145008,0.0
20240607150008,0.0
20240607151008,0.0
20240607152008,0.0
20240607153008,0.0
20240607154008,0.0
20240607155008,0.0
20240607160008,0.0
20240607161008,0.0
20240607162008,3.65
20240607163008,0.0
20240607164008,6.64
20240607165008,16.06
20240613090008,12.71
20240613091008,21.1
20240613092008,31.16
20240613093008,25.92
20240613094008,34.74
20240613095008,9.0
20240613100008,1.42
20240613101008,69.58
20240613102008,281.76
20240613103008,232.26
20240613104008,41.29
20240613105008,57.86
20240613110008,203.36
20240613111008,218.99
20240613112008,365.17
20240613113008,455.76
20240613114008,587.75
20240613115008,718.46
20240613120008,789.0
20240613121008,762.77
20240613122008,617.09
20240613123008,653.16
20240613124008,546.11
20240613125008,558.2
20240613130008,1177.03
20240613131008,1000.12
20240613132008,1041.55
20240613133008,404.93
20240613134008,1076.39
20240613135008,1066.93
20240613140008,255.59
20240613141008,141.21
20240613142008,314.33
20240613143008,4.33
20240613144008,12.49
20240613145008,0.0
20240613150008,0.0
20240613151008,0.0
20240613152008,0.34
20240613153008,58.89
20240613154008,8.68
20240613155008,130.51
20240613160008,129.73
20240613161008,16.76
20240613162008,0.0
20240613163008,16.02
20240613164008,26.31
20240613165008,15.79
20240628090008,0.0
20240628091008,0.0
20240628092008,30.79
20240628093008,0.0
20240628094008,0.0
20240628095008,0.0
20240628100008,0.0
20240628101008,0.0
20240628102008,0.0
20240628103008,0.0
20240628104008,0.0
20240628105008,0.0
20240628110008,57.08
20240628111008,67.59
20240628112008,0.0
20240628113008,235.33
20240628114008,182.35
20240628115008,0.0
20240628120008,76.17
20240628121008,37.92
20240628122008,496.4
20240628123008,949.98
20240628124008,1266.03
20240628125008,1209.92
20240628130008,1304.78
20240628131008,1345.67
20240628132008,1306.7
20240628133008,1209.51
20240628134008,1200.85
20240628135008,1083.04
20240628140008,837.56
20240628141008,592.78
20240628142008,176.47
20240628143008,7.36
20240628144008,3.65
20240628145008,0.0
20240628150008,34.33
20240628151008,10.36
20240628152008,0.0
20240628153008,0.0
20240628154008,4.87
20240628155008,0.0
20240628160008,0.0
20240628161008,0.0
20240628162008,4.91
20240628163008,0.0
20240628164008,11.82
20240628165008,0.0
20240705090008,25.21
20240705091008,52.59
20240705092008,72.43
20240705093008,47.75
20240705094008,9.94
20240705095008,102.12
20240705100008,166.11
20240705101008,167.03
20240705102008,221.19
20240705103008,76.66
20240705104008,63.32
20240705105008,0.0
20240705110008,3.3
20240705111008,0.0
20240705112008,0.0
20240705113008,185.55
20240705114008,253.39
20240705115008,249.11
20240705120008,331.48
20240705121008,646.33
20240705122008,1075.64
20240705123008,1322.58
20240705124008,1372.35
20240705125008,1392.12
20240705130008,1469.94
20240705131008,1511.02
20240705132008,1409.74
20240705133008,1400.39
20240705134008,1338.7
20240705135008,1360.55
20240705140008,1297.54
20240705141008,1281.66
20240705142008,1139.22
20240705143008,556.15
20240705144008,263.31
20240705145008,121.45
20240705150008,196.95
20240705151008,247.85
20240705152008,247.47
20240705153008,241.48
20240705154008,9.52
20240705155008,0.0
20240705160008,0.0
20240705161008,0.0
20240705162008,0.0
20240705163008,0.0
20240705164008,6.25
20240705165008,0.0
20240709090008,0.0
20240709091008,17.44
20240709092008,144.29
20240709093008,51.81
20240709094008,86.37
20240709095008,338.71
20240709100008,255.13
20240709101008,230.82
20240709102008,349.2
20240709103008,308.98
20240709104008,222.87
20240709105008,418.18
20240709110008,693.52
20240709111008,458.94
20240709112008,420.92
20240709113008,503.68
20240709114008,477.64
20240709115008,545.18
20240709120008,519.59
20240709121008,568.69
20240709122008,1107.07
20240709123008,1288.29
20240709124008,1484.5
20240709125008,1437.58
20240709130008,1351.08
20240709131008,980.45
20240709132008,1172.85
20240709133008,1209.41
20240709134008,824.8
20240709135008,1168.12
20240709140008,1333.53
20240709141008,1201.56
20240709142008,1185.72
20240709143008,554.19
20240709144008,327.92
20240709145008,241.03
20240709150008,112.41
20240709151008,0.0
20240709152008,0.0
20240709153008,190.0
20240709154008,0.0
20240709155008,39.83
20240709160008,100.06
20240709161008,108.39
20240709162008,43.86
20240709163008,38.14
20240709164008,37.27
20240709165008,36.85
20240715090008,45.87
20240715091008,61.0
20240715092008,57.28
20240715093008,22.83
20240715094008,0.0
20240715095008,0.0
20240715100008,0.0
20240715101008,27.64
20240715102008,0.0
20240715103008,27.89
20240715104008,0.0
20240715105008,0.0
20240715110008,238.62
20240715111008,480.75
20240715112008,409.84
20240715113008,261.86
20240715114008,242.14
20240715115008,299.41
20240715120008,242.52
20240715121008,650.35
20240715122008,800.49
20240715123008,1114.55
20240715124008,1186.03
20240715125008,883.38
20240715130008,1348.85
20240715131008,1255.73
20240715132008,1003.95
20240715133008,1013.58
20240715134008,721.16
20240715135008,1320.1
20240715140008,1263.17
20240715141008,1191.77
20240715142008,812.9
20240715143008,419.73
20240715144008,217.86
20240715145008,41.77
20240715150008,0.0
20240715151008,96.18
20240715152008,0.0
20240715153008,0.0
20240715154008,0.0
20240715155008,0.0
20240715160008,0.0
20240715161008,0.0
20240715162008,0.0
20240715163008,0.0
20240715164008,0.0
20240715165008,14.26
20240719090008,0.0
20240719091008,0.0
20240719092008,0.0
20240719093008,37.4
20240719094008,75.0
20240719095008,43.52
20240719100008,92.16
20240719101008,38.91
20240719102008,97.78
20240719103008,91.06
20240719104008,22.4
20240719105008,122.39
20240719110008,139.3
20240719111008,85.61
20240719112008,255.97
20240719113008,116.38
20240719114008,7.71
20240719115008,122.26
20240719120008,290.93
20240719121008,944.39
20240719122008,1229.11
20240719123008,1432.1
20240719124008,1454.7
20240719125008,1478.35
20240719130008,1431.11
20240719131008,1409.73
20240719132008,1387.79
20240719133008,1416.03
20240719134008,1379.95
20240719135008,1345.83
20240719140008,1319.89
20240719141008,1298.41
20240719142008,1053.0
20240719143008,603.6
20240719144008,112.12
20240719145008,138.38
20240719150008,105.58
20240719151008,15.64
20240719152008,32.5
20240719153008,30.56
20240719154008,28.61
20240719155008,12.38
20240719160008,21.46
20240719161008,0.0
20240719162008,0.0
20240719163008,33.39
20240719164008,19.07
20240719165008,40.63
20240309090009,23.85
20240309091009,5.47
20240309092009,0.0
20240309093009,49.98
20240309094009,14.45
20240309095009,40.62
20240309100009,133.9
20240309101009,87.44
20240309102009,64.54
20240309103009,33.14
20240309104009,63.25
20240309105009,327.46
20240309110009,137.98
20240309111009,133.48
20240309112009,157.99
20240309113009,96.0
20240309114009,35.7
20240309115009,44.88
20240309120009,46.58
20240309121009,53.49
20240309122009,134.46
20240309123009,31.13
20240309124009,18.7
20240309125009,7.41
20240309130009,0.0
20240309131009,1.03
20240309132009,0.0
20240309133009,0.0
20240309134009,0.0
20240309135009,0.0
20240309140009,0.0
20240309141009,4.65
20240309142009,2.27
20240309143009,0.0
20240309144009,0.0
20240309145009,5.36
20240309150009,0.0
20240309151009,0.0
20240309152009,0.0
20240309153009,0.0
20240309154009,0.0
20240309155009,2.01
20240309160009,0.0
20240309161009,8.27
20240309162009,5.72
20240309163009,0.0
20240309164009,0.0
20240309165009,0.0
20240314090009,12.74
20240314091009,1.06
20240314092009,0.0
20240314093009,1.32
20240314094009,6.8
20240314095009,0.0
20240314100009,22.17
20240314101009,1.88
20240314102009,4.83
20240314103009,6.98
20240314104009,23.44
20240314105009,49.91
20240314110009,78.91
20240314111009,73.12
20240314112009,22.99
20240314113009,20.14
20240314114009,24.28
20240314115009,30.29
20240314120009,24.08
20240314121009,31.93
20240314122009,5.0
20240314123009,0.0
20240314124009,0.59
20240314125009,25.38
20240314130009,22.2
20240314131009,21.2
20240314132009,18.47
20240314133009,8.47
20240314134009,48.51
20240314135009,61.3
20240314140009,105.28
20240314141009,144.23
20240314142009,62.42
20240314143009,42.01
20240314144009,282.66
20240314145009,805.21
20240314150009,278.63
20240314151009,140.42
20240314152009,39.19
20240314153009,38.11
20240314154009,43.32
20240314155009,4.65
20240314160009,0.0
20240314161009,0.0
20240314162009,0.0
20240314163009,0.0
20240314164009,49.56
20240314165009,35.2
20240414090009,224.2
20240414091009,533.27
20240414092009,673.92
20240414093009,700.21
20240414094009,729.72
20240414095009,886.27
20240414100009,598.54
20240414101009,789.12
20240414102009,727.63
20240414103009,761.24
20240414104009,832.31
20240414105009,862.87
20240414110009,958.11
20240414111009,944.4
20240414112009,850.98
20240414113009,998.42
20240414114009,970.4
20240414115009,643.43
20240414120009,470.51
20240414121009,369.07
20240414122009,255.91
20240414123009,476.53
20240414124009,272.64
20240414125009,167.37
20240414130009,241.79
20240414131009,169.81
20240414132009,148.69
20240414133009,81.62
20240414134009,235.57
20240414135009,241.51
20240414140009,35.18
20240414141009,34.14
20240414142009,0.0
20240414143009,19.9
20240414144009,6.76
20240414145009,22.31
20240414150009,29.09
20240414151009,1.73
20240414152009,19.79
20240414153009,5.27
20240414154009,0.0
20240414155009,6.04
20240414160009,0.0
20240414161009,0.0
20240414162009,17.27
20240414163009,0.0
20240414164009,0.0
20240414165009,0.0
20240506090009,249.16
20240506091009,413.32
20240506092009,692.74
20240506093009,732.84
20240506094009,808.46
20240506095009,803.56
20240506100009,953.73
20240506101009,874.72
20240506102009,983.46
20240506103009,917.94
20240506104009,1004.36
20240506105009,940.17
20240506110009,822.95
20240506111009,784.44
20240506112009,1000.17
20240506113009,960.36
20240506114009,925.46
20240506115009,972.45
20240506120009,721.21
20240506121009,429.98
20240506122009,708.23
20240506123009,214.15
20240506124009,467.61
20240506125009,285.19
20240506130009,160.07
20240506131009,53.21
20240506132009,53.72
20240506133009,0.0
20240506134009,0.0
20240506135009,55.9
20240506140009,0.0
20240506141009,0.0
20240506142009,0.0
20240506143009,0.0
20240506144009,0.0
20240506145009,0.0
20240506150009,52.0
20240506151009,11.43
20240506152009,70.37
20240506153009,0.0
20240506154009,9.7
20240506155009,0.0
20240506160009,0.03
20240506161009,0.0
20240506162009,0.0
20240506163009,0.0
20240506164009,0.0
20240506165009,0.0
20240526090009,0.0
20240526091009,0.17
20240526092009,61.35
20240526093009,349.37
20240526094009,247.72
20240526095009,290.73
20240526100009,377.55
20240526101009,242.56
20240526102009,64.32
20240526103009,10.91
20240526104009,0.0
20240526105009,0.0
20240526110009,48.83
20240526111009,39.84
20240526112009,16.83
20240526113009,56.85
20240526114009,55.36
20240526115009,34.33
20240526120009,78.2
20240526121009,78.93
20240526122009,35.6
20240526123009,49.42
20240526124009,21.98
20240526125009,10.76
20240526130009,27.82
20240526131009,25.34
20240526132009,18.57
20240526133009,0.0
20240526134009,0.0
20240526135009,3.95
20240526140009,19.95
20240526141009,20.6
20240526142009,8.94
20240526143009,15.57
20240526144009,17.99
20240526145009,26.96
20240526150009,14.95
20240526151009,3.6
20240526152009,20.32
20240526153009,6.05
20240526154009,12.78
20240526155009,11.52
20240526160009,15.98
20240526161009,0.0
20240526162009,15.65
20240526163009,8.84
20240526164009,0.0
20240526165009,5.96
20240614090009,15.04
20240614091009,53.93
20240614092009,30.57
20240614093009,6.1
20240614094009,33.84
20240614095009,29.48
20240614100009,0.0
20240614101009,18.1
20240614102009,72.4
20240614103009,95.01
20240614104009,64.69
20240614105009,144.43
20240614110009,278.56
20240614111009,238.78
20240614112009,26.47
20240614113009,0.0
20240614114009,0.0
20240614115009,5.69
20240614120009,0.0
20240614121009,27.22
20240614122009,7.01
20240614123009,109.02
20240614124009,50.69
20240614125009,216.63
20240614130009,3.78
20240614131009,54.92
20240614132009,72.34
20240614133009,107.14
20240614134009,0.0
20240614135009,0.0
20240614140009,0.0
20240614141009,68.66
20240614142009,11.33
20240614143009,0.0
20240614144009,20.78
20240614145009,0.0
20240614150009,28.14
20240614151009,36.03
20240614152009,0.0
20240614153009,0.0
20240614154009,0.0
20240614155009,0.0
20240614160009,7.86
20240614161009,0.0
20240614162009,0.0
20240614163009,0.0
20240614164009,14.77
20240614165009,0.0
20240621090009,182.06
20240621091009,197.88
20240621092009,284.85
20240621093009,410.92
20240621094009,430.11
20240621095009,574.92
20240621100009,760.06
20240621101009,929.27
20240621102009,830.7
20240621103009,631.8
20240621104009,668.24
20240621105009,700.26
20240621110009,549.95
20240621111009,694.65
20240621112009,588.27
20240621113009,533.89
20240621114009,630.85
20240621115009,736.78
20240621120009,477.34
20240621121009,265.74
20240621122009,68.16
20240621123009,309.67
20240621124009,158.02
20240621125009,187.92
20240621130009,0.0
20240621131009,114.77
20240621132009,0.0
20240621133009,4.48
20240621134009,0.0
20240621135009,0.0
20240621140009,16.1
20240621141009,19.9
20240621142009,61.04
20240621143009,0.0
20240621144009,0.0
20240621145009,0.0
20240621150009,0.0
20240621151009,12.33
20240621152009,0.91
20240621153009,53.49
20240621154009,15.99
20240621155009,0.0
20240621160009,18.53
20240621161009,5.61
20240621162009,18.83
20240621163009,4.69
20240621164009,7.18
20240621165009,12.69
20240628090009,6.95
20240628091009,61.88
20240628092009,97.82
20240628093009,11.9
20240628094009,0.0
20240628095009,82.74
20240628100009,149.05
20240628101009,322.47
20240628102009,413.53
20240628103009,413.36
20240628104009,372.29
20240628105009,463.86
20240628110009,545.43
20240628111009,592.31
20240628112009,352.87
20240628113009,381.41
20240628114009,224.38
20240628115009,256.47
20240628120009,251.06
20240628121009,24.08
20240628122009,20.35
20240628123009,140.88
20240628124009,60.27
20240628125009,10.61
20240628130009,38.61
20240628131009,0.0
20240628132009,0.0
